0
28
31
33
35
36
38
40
41
43
45
47
48
50
55
57
69
71
time	track	channel	bar	pitch	volume	instrument
336	0	0	5	72	0	5
336	0	0	5	69	0	5
336	0	0	5	48	0	5
336	0	0	5	65	0	5
336	0	0	5	69	127	5
336	0	1	5	55	127	5
336	0	1	5	57	127	5
336	0	1	5	60	127	5
336	0	2	5	69	127	5
336	0	9	5	69	110	5
336	0	9	5	40	110	5
336	0	5	5	69	127	5
336	0	0	5	72	127	5
336	0	0	5	81	127	5
342	0	5	5	69	0	5
342	0	2	5	69	0	5
342	0	7	5	69	0	5
344	0	0	5	72	0	5
344	0	1	5	57	0	5
344	0	9	5	69	0	5
344	0	0	5	81	0	5
344	0	1	5	55	0	5
344	0	0	5	57	0	5
344	0	9	5	40	0	5
344	0	0	5	77	0	5
344	0	1	5	60	0	5
344	0	2	5	69	127	5
344	0	7	5	69	98	5
344	0	0	5	69	127	5
344	0	5	5	69	127	5
344	0	1	5	60	127	5
344	0	1	5	48	127	5
344	0	0	5	60	127	5
344	0	0	5	72	127	5
344	0	0	5	65	127	5
344	0	0	5	69	0	5
347	0	11	5	57	0	5
348	0	11	5	45	0	5
350	0	2	5	69	0	5
350	0	7	5	69	0	5
350	0	5	5	69	0	5
352	0	0	5	77	127	5
352	0	0	5	57	127	5
352	0	3	5	45	0	5
352	0	6	5	45	0	5
352	0	5	5	69	127	5
352	0	0	5	65	0	5
352	0	1	5	48	0	5
352	0	1	5	60	0	5
352	0	0	5	72	0	5
352	0	3	5	53	0	5
352	0	0	5	69	0	5
352	0	6	5	57	0	5
352	0	0	5	60	0	5
352	0	0	5	81	127	5
352	0	0	5	69	127	5
352	0	0	5	72	127	5
352	0	1	5	55	127	5
352	0	7	5	69	98	5
352	0	11	5	57	127	5
352	0	11	5	45	127	5
352	0	9	5	41	110	5
352	0	9	5	35	110	5
352	0	9	5	36	110	5
352	0	3	5	57	127	5
352	0	3	5	45	127	5
352	0	2	5	69	127	5
352	0	1	5	60	127	5
352	0	1	5	57	127	5
356	0	11	5	57	0	5
356	0	11	5	45	0	5
358	0	7	5	69	0	5
358	0	5	5	69	0	5
358	0	2	5	69	0	5
360	0	3	5	57	0	5
360	0	9	5	35	0	5
360	0	1	5	57	0	5
360	0	3	5	45	0	5
360	0	9	5	36	0	5
360	0	9	5	41	0	5
360	0	0	5	81	0	5
360	0	0	5	72	0	5
360	0	1	5	60	0	5
360	0	0	5	77	0	5
360	0	1	5	55	0	5
360	0	0	5	69	0	5
360	0	0	5	72	127	5
360	0	0	5	69	127	5
360	0	0	5	57	0	5
360	0	7	5	69	98	5
360	0	11	5	57	127	5
360	0	11	5	45	127	5
360	0	5	5	69	127	5
360	0	9	5	41	110	5
360	0	3	5	57	127	5
360	0	2	5	69	127	5
360	0	1	5	60	127	5
360	0	1	5	48	127	5
360	0	0	5	60	127	5
360	0	0	5	65	127	5
360	0	3	5	45	127	5
366	0	7	5	69	0	5
366	0	2	5	69	0	5
366	0	5	5	69	0	5
368	0	0	5	57	127	5
368	0	1	5	48	0	5
368	0	0	5	69	0	5
368	0	1	5	60	0	5
368	0	9	5	41	0	5
368	0	0	5	72	0	5
368	0	0	5	65	0	5
368	0	0	5	60	0	5
368	0	0	5	77	127	5
368	0	5	5	67	127	5
368	0	1	5	57	127	5
368	0	7	5	67	98	5
368	0	0	5	72	127	5
368	0	9	5	40	110	5
368	0	9	5	69	110	5
368	0	2	5	67	127	5
368	0	1	5	60	127	5
368	0	1	5	55	127	5
368	0	0	5	69	127	5
368	0	0	5	81	127	5
374	0	5	5	67	0	5
374	0	7	5	67	0	5
374	0	2	5	67	0	5
376	0	9	5	69	0	5
376	0	1	5	57	0	5
376	0	0	5	57	0	5
376	0	0	5	77	0	5
376	0	1	5	55	0	5
376	0	0	5	72	0	5
376	0	9	5	40	0	5
376	0	0	5	81	0	5
376	0	0	5	72	127	5
376	0	0	5	69	127	5
376	0	0	5	65	127	5
376	0	0	5	60	127	5
376	0	1	5	48	127	5
376	0	2	5	65	127	5
376	0	5	5	65	127	5
376	0	7	5	65	98	5
376	0	0	5	69	0	5
380	0	11	5	45	0	5
382	0	7	5	65	0	5
382	0	5	5	65	0	5
382	0	2	5	65	0	5
382	0	11	5	57	0	5
384	0	9	5	41	110	5
384	0	0	5	65	0	5
384	0	3	5	57	0	5
384	0	0	5	72	0	5
384	0	1	5	48	0	5
384	0	0	5	69	0	5
384	0	0	5	60	0	5
384	0	1	5	60	0	5
384	0	3	5	45	0	5
384	0	0	5	72	127	5
384	0	0	5	60	127	5
384	0	0	5	48	127	5
384	0	0	5	36	127	5
384	0	2	5	69	127	5
384	0	1	5	36	127	5
384	0	7	5	69	98	5
384	0	11	5	43	127	5
384	0	11	5	55	127	5
384	0	6	5	36	127	5
384	0	6	5	48	127	5
384	0	5	5	69	127	5
384	0	9	5	35	110	5
384	0	9	5	36	110	5
384	0	3	5	48	127	5
384	0	3	5	36	127	5
384	0	1	5	60	127	5
390	0	2	6	69	0	6
390	0	7	6	69	0	6
390	0	5	6	69	0	6
392	0	0	6	60	0	6
392	0	9	6	35	0	6
392	0	1	6	36	0	6
392	0	9	6	41	0	6
392	0	0	6	72	0	6
392	0	9	6	36	0	6
392	0	0	6	36	0	6
392	0	0	6	48	0	6
392	0	0	6	67	127	6
392	0	0	6	64	127	6
392	0	2	6	65	127	6
392	0	7	6	65	98	6
392	0	5	6	65	127	6
392	0	0	6	45	127	6
392	0	0	6	55	127	6
392	0	1	6	43	127	6
398	0	2	6	65	0	6
398	0	5	6	65	0	6
398	0	7	6	65	0	6
400	0	1	6	55	127	6
400	0	0	6	79	127	6
400	0	1	6	43	0	6
400	0	0	6	64	127	6
400	0	0	6	45	0	6
400	0	0	6	64	0	6
400	0	0	6	67	0	6
400	0	0	6	72	127	6
400	0	0	6	76	127	6
400	0	0	6	67	127	6
400	0	0	6	55	127	6
400	0	2	6	69	127	6
400	0	9	6	40	110	6
400	0	9	6	69	110	6
400	0	5	6	69	127	6
400	0	7	6	69	98	6
400	0	0	6	55	0	6
406	0	2	6	69	0	6
406	0	5	6	69	0	6
406	0	7	6	69	0	6
408	0	0	6	64	0	6
408	0	9	6	40	0	6
408	0	0	6	76	0	6
408	0	0	6	67	0	6
408	0	9	6	69	0	6
408	0	0	6	79	0	6
408	0	1	6	55	0	6
408	0	0	6	55	0	6
408	0	0	6	67	127	6
408	0	0	6	64	127	6
408	0	0	6	60	127	6
408	0	1	6	48	127	6
408	0	2	6	67	127	6
408	0	5	6	67	127	6
408	0	7	6	67	98	6
408	0	0	6	72	0	6
410	0	11	6	43	0	6
411	0	11	6	55	0	6
416	0	0	6	79	127	6
416	0	0	6	67	127	6
416	0	1	6	60	0	6
416	0	6	6	48	0	6
416	0	6	6	36	0	6
416	0	1	6	48	0	6
416	0	0	6	67	0	6
416	0	3	6	48	0	6
416	0	0	6	60	0	6
416	0	0	6	64	0	6
416	0	9	6	41	110	6
416	0	0	6	72	127	6
416	0	0	6	76	127	6
416	0	3	6	36	0	6
416	0	11	6	55	127	6
416	0	11	6	43	127	6
416	0	9	6	36	110	6
416	0	3	6	55	127	6
416	0	3	6	43	127	6
416	0	1	6	60	127	6
416	0	0	6	60	127	6
416	0	9	6	35	110	6
420	0	11	6	55	0	6
420	0	11	6	43	0	6
424	0	0	6	67	127	6
424	0	9	6	36	0	6
424	0	1	6	60	0	6
424	0	0	6	67	0	6
424	0	0	6	72	0	6
424	0	0	6	60	0	6
424	0	3	6	43	0	6
424	0	0	6	76	0	6
424	0	0	6	79	0	6
424	0	9	6	41	0	6
424	0	0	6	64	127	6
424	0	0	6	60	127	6
424	0	1	6	48	127	6
424	0	3	6	43	127	6
424	0	3	6	55	127	6
424	0	9	6	41	110	6
424	0	11	6	55	127	6
424	0	11	6	43	127	6
424	0	9	6	35	0	6
424	0	3	6	55	0	6
425	0	2	6	67	0	6
425	0	7	6	67	0	6
425	0	5	6	67	0	6
432	0	9	6	41	0	6
432	0	0	6	79	127	6
432	0	0	6	64	0	6
432	0	1	6	48	0	6
432	0	0	6	60	0	6
432	0	0	6	67	127	6
432	0	0	6	76	127	6
432	0	0	6	72	127	6
432	0	1	6	55	127	6
432	0	2	6	65	127	6
432	0	9	6	69	110	6
432	0	9	6	40	110	6
432	0	7	6	65	98	6
432	0	5	6	65	127	6
432	0	0	6	67	0	6
432	0	0	6	55	127	6
438	0	2	6	65	0	6
438	0	7	6	65	0	6
438	0	5	6	65	0	6
440	0	0	6	79	0	6
440	0	0	6	76	0	6
440	0	0	6	67	0	6
440	0	0	6	55	0	6
440	0	0	6	72	0	6
440	0	1	6	55	0	6
440	0	9	6	69	0	6
440	0	0	6	67	127	6
440	0	0	6	60	127	6
440	0	1	6	48	127	6
440	0	0	6	64	127	6
440	0	2	6	67	127	6
440	0	5	6	67	127	6
440	0	7	6	67	98	6
440	0	9	6	40	0	6
445	0	11	6	43	0	6
445	0	11	6	55	0	6
446	0	7	6	67	0	6
446	0	2	6	67	0	6
446	0	5	6	67	0	6
448	0	3	6	43	0	6
448	0	0	6	60	0	6
448	0	1	6	48	0	6
448	0	0	6	67	0	6
448	0	0	6	64	0	6
448	0	3	6	55	0	6
448	0	0	6	38	127	6
448	0	0	6	50	127	6
448	0	1	6	38	127	6
448	0	1	6	62	127	6
448	0	2	6	69	127	6
448	0	11	6	57	127	6
448	0	7	6	69	98	6
448	0	0	6	62	127	6
448	0	3	6	38	127	6
448	0	3	6	50	127	6
448	0	9	6	36	110	6
448	0	9	6	41	110	6
448	0	9	6	35	110	6
448	0	5	6	69	127	6
448	0	6	6	50	127	6
448	0	6	6	38	127	6
448	0	11	6	45	127	6
454	0	7	7	69	0	7
454	0	2	7	69	0	7
454	0	5	7	69	0	7
456	0	7	7	69	98	7
456	0	0	7	69	127	7
456	0	1	7	38	0	7
456	0	0	7	38	0	7
456	0	9	7	41	0	7
456	0	0	7	62	0	7
456	0	9	7	36	0	7
456	0	1	7	62	0	7
456	0	0	7	50	0	7
456	0	0	7	62	127	7
456	0	0	7	57	127	7
456	0	1	7	45	127	7
456	0	1	7	62	127	7
456	0	2	7	69	127	7
456	0	5	7	69	127	7
456	0	9	7	35	0	7
462	0	2	7	69	0	7
462	0	7	7	69	0	7
462	0	5	7	69	0	7
464	0	0	7	62	0	7
464	0	0	7	77	127	7
464	0	1	7	45	0	7
464	0	0	7	69	0	7
464	0	0	7	57	0	7
464	0	1	7	62	0	7
464	0	0	7	74	127	7
464	0	0	7	65	127	7
464	0	0	7	69	127	7
464	0	1	7	62	127	7
464	0	1	7	53	127	7
464	0	2	7	69	127	7
464	0	9	7	40	110	7
464	0	9	7	69	110	7
464	0	5	7	69	127	7
464	0	7	7	69	98	7
464	0	1	7	50	127	7
470	0	7	7	69	0	7
470	0	2	7	69	0	7
470	0	5	7	69	0	7
472	0	0	7	62	127	7
472	0	1	7	53	0	7
472	0	0	7	77	0	7
472	0	1	7	62	0	7
472	0	0	7	74	0	7
472	0	9	7	69	0	7
472	0	0	7	69	0	7
472	0	0	7	65	0	7
472	0	9	7	40	0	7
472	0	1	7	50	0	7
472	0	1	7	45	127	7
472	0	7	7	69	98	7
472	0	5	7	69	127	7
472	0	2	7	69	127	7
472	0	0	7	57	127	7
472	0	0	7	69	127	7
472	0	1	7	62	127	7
475	0	11	7	57	0	7
475	0	11	7	45	0	7
478	0	5	7	69	0	7
478	0	2	7	69	0	7
478	0	7	7	69	0	7
480	0	0	7	65	127	7
480	0	1	7	50	127	7
480	0	6	7	50	0	7
480	0	3	7	50	0	7
480	0	0	7	62	0	7
480	0	1	7	62	0	7
480	0	0	7	57	0	7
480	0	1	7	45	0	7
480	0	3	7	38	0	7
480	0	6	7	38	0	7
480	0	0	7	74	127	7
480	0	0	7	69	127	7
480	0	0	7	69	0	7
480	0	1	7	53	127	7
480	0	1	7	62	127	7
480	0	7	7	69	98	7
480	0	11	7	57	127	7
480	0	11	7	45	127	7
480	0	5	7	69	127	7
480	0	9	7	35	110	7
480	0	9	7	36	110	7
480	0	9	7	41	110	7
480	0	3	7	57	127	7
480	0	3	7	45	127	7
480	0	2	7	69	127	7
480	0	0	7	77	127	7
484	0	11	7	57	0	7
484	0	11	7	45	0	7
486	0	7	7	69	0	7
486	0	5	7	69	0	7
486	0	2	7	69	0	7
488	0	5	7	69	127	7
488	0	0	7	57	127	7
488	0	0	7	74	0	7
488	0	3	7	45	0	7
488	0	0	7	69	0	7
488	0	0	7	65	0	7
488	0	9	7	41	0	7
488	0	9	7	35	0	7
488	0	9	7	36	0	7
488	0	3	7	57	0	7
488	0	1	7	62	0	7
488	0	1	7	50	0	7
488	0	0	7	77	0	7
488	0	0	7	62	127	7
488	0	1	7	45	127	7
488	0	1	7	62	127	7
488	0	2	7	69	127	7
488	0	3	7	45	127	7
488	0	3	7	57	127	7
488	0	9	7	41	110	7
488	0	1	7	53	0	7
488	0	11	7	57	127	7
488	0	11	7	45	127	7
488	0	7	7	69	98	7
488	0	0	7	69	127	7
494	0	7	7	69	0	7
494	0	2	7	69	0	7
494	0	5	7	69	0	7
496	0	0	7	77	127	7
496	0	0	7	69	0	7
496	0	0	7	62	0	7
496	0	1	7	45	0	7
496	0	0	7	57	0	7
496	0	2	7	69	127	7
496	0	1	7	62	0	7
496	0	0	7	74	127	7
496	0	0	7	65	127	7
496	0	0	7	69	127	7
496	0	1	7	50	127	7
496	0	1	7	62	127	7
496	0	1	7	53	127	7
496	0	9	7	41	0	7
496	0	9	7	40	110	7
496	0	9	7	69	110	7
496	0	5	7	69	127	7
496	0	7	7	69	97	7
502	0	7	7	69	0	7
502	0	2	7	69	0	7
502	0	5	7	69	0	7
504	0	9	7	40	0	7
504	0	0	7	77	0	7
504	0	0	7	69	0	7
504	0	1	7	50	0	7
504	0	0	7	65	0	7
504	0	0	7	74	0	7
504	0	9	7	69	0	7
504	0	0	7	69	127	7
504	0	0	7	62	127	7
504	0	1	7	53	0	7
